가게명,대분류,중분류,소분류,mean_score,주소,Latitude,Longitude,total review,good service,bad service,good traffic,bad traffic,good cost,bad cost,good taste,bad taste,good_senti,bad_senti
상춘재,식당,한식,"돌문어 비빔밥, 게장",4.1,제주특별자치도 제주시 조천읍 선진길 26,33.4586588,126.70484350000001,355.0,100.0,0.0,0.0,0.0,67.0,33.0,75.0,25.0,3.0,1.0
남양수산,식당,일식,"회, 고등어",4.6,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,33.4501348,126.9142244,108.0,50.0,50.0,0.0,0.0,100.0,0.0,77.0,23.0,3.0,1.0
선흘곶,식당,한식,정통 한정식,4.5,제주특별자치도 제주시 조천읍 동백로 102,33.508187400000004,126.718049,163.0,20.0,80.0,0.0,0.0,25.0,75.0,80.0,20.0,2.0,2.0
스시호시카이,식당,일식,"회, 초밥, 오마카세",4.6,제주특별자치도 제주시 오남로 90,33.4812863,126.51676859999999,105.0,0.0,100.0,0.0,0.0,100.0,0.0,77.0,23.0,2.0,2.0
미영이네식당,식당,일식,"회, 고등어, 방어, 참치",4.5,제주특별자치도 서귀포시 대정읍 하모항구로 42,33.2176507,126.2499045,311.0,0.0,0.0,0.0,0.0,75.0,25.0,59.0,41.0,2.0,1.0
오드랑베이커리,카페,-,-,4.0,제주특별자치도 제주시 조천읍 조함해안로 552-3,33.5424691,126.6718069,592.0,25.0,75.0,0.0,0.0,20.0,80.0,59.0,41.0,1.0,2.0
송림반점,식당,중식,"정통 중식, 일반 중식",4.3,제주특별자치도 제주시 관덕로 2-1,33.5124146,126.5198134,74.0,0.0,0.0,100.0,0.0,100.0,0.0,31.0,69.0,3.0,1.0
피어22,식당,일식,"딱새우, 해산물",4.0,제주특별자치도 제주시 한림읍 금능7길 22 금능어촌계복지회관 잠녀의집,33.3899106,126.2278403,132.0,100.0,0.0,0.0,0.0,40.0,60.0,43.0,57.0,2.0,1.0
카페태희,카페,-,-,4.4,제주특별자치도 제주시 애월읍 곽지3길 27,33.449350800000005,126.3044233,119.0,0.0,0.0,100.0,0.0,0.0,100.0,80.0,20.0,2.0,2.0
커피파인더,카페,-,-,4.4,제주특별자치도 제주시 서광로32길 20,33.498581099999996,126.5287567,116.0,100.0,0.0,0.0,0.0,100.0,0.0,88.0,12.0,4.0,0.0
밀리우,식당,양식,"프랑스 음식, 스테이크",4.6,제주특별자치도 서귀포시 표선면 민속해안로 537 1F,33.3234478,126.84477959999998,505.0,97.0,3.0,0.0,0.0,60.0,40.0,78.0,22.0,3.0,1.0
엄마손횟집,식당,일식,"해산물, 회",4.5,제주특별자치도 제주시 연동3길 35,33.486674199999996,126.48816869999999,113.0,0.0,0.0,0.0,0.0,50.0,50.0,73.0,27.0,2.0,1.0
숙성도,식당,한식,흑돼지,4.4,제주특별자치도 서귀포시 일주서로 966,33.2584326,126.4353135,436.0,83.0,17.0,0.0,0.0,67.0,33.0,67.0,33.0,3.0,1.0
우진해장국,식당,한식,"고사리육개장, 몸국",4.4,제주특별자치도 제주시 서사로 11,33.5056978,126.52129450000001,1340.0,45.0,55.0,100.0,0.0,100.0,0.0,57.0,43.0,4.0,1.0
명진전복,식당,한식,"전복, 돌솥밥, 해산물",4.4,제주특별자치도 제주시 구좌읍 해맞이해안로 1282,33.5324227,126.8498541,722.0,100.0,0.0,0.0,0.0,50.0,50.0,63.0,37.0,3.0,1.0
신산리마을카페,카페,-,-,4.4,제주특별자치도 서귀포시 성산읍 환해장성로 33,33.3873953,126.89171999999999,92.0,0.0,0.0,0.0,0.0,100.0,0.0,56.0,44.0,2.0,1.0
곰막,식당,일식,"회, 해산물, 고등어",4.0,제주특별자치도 제주시 구좌읍 구좌해안로 64,33.556821,126.72050300000001,374.0,71.0,29.0,0.0,0.0,100.0,0.0,90.0,10.0,3.0,0.0
국수만찬,식당,한식,고기국수,4.4,제주특별자치도 제주시 은남3길 1,33.4871347,126.4955611,181.0,100.0,0.0,0.0,0.0,100.0,0.0,73.0,27.0,3.0,0.0
중문수두리보말칼국수,식당,한식,칼국수,4.4,제주특별자치도 서귀포시 천제연로 190,33.2515765,126.42496509999998,372.0,92.0,8.0,100.0,0.0,100.0,0.0,71.0,29.0,5.0,0.0
천짓골식당,식당,한식,"돔베고기, 몸국, 수육",3.9,제주특별자치도 서귀포시 중앙로41번길 4,33.2482417,126.56136770000002,174.0,60.0,40.0,100.0,0.0,100.0,0.0,46.0,54.0,4.0,1.0
그리운바다성산포,식당,한식,"고등어, 갈치, 게장",4.4,제주특별자치도 서귀포시 성산읍 성산등용로 94,33.4697602,126.93005459999999,1094.0,96.0,4.0,0.0,0.0,70.0,30.0,82.0,18.0,3.0,1.0
진아떡집,카페,-,-,4.1,제주특별자치도 제주시 동문로4길 7-1,33.512368800000004,126.5284577,298.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,5.0,0.0
애월리안,식당,양식,"이탈리아 음식, 해산물 스튜",4.4,제주특별자치도 제주시 애월읍 애원로 4,33.4640331,126.31983629999999,883.0,96.0,4.0,0.0,0.0,83.0,17.0,76.0,24.0,3.0,1.0
닻,식당,일식,"이자카야, 딱새우회",4.4,제주특별자치도 제주시 애월읍 가문동길 41-2,33.486087899999994,126.3921047,101.0,100.0,0.0,0.0,0.0,0.0,100.0,42.0,58.0,2.0,2.0
미친부엌,식당,중식,"정통중식, 초밥, 짬뽕",4.4,제주특별자치도 제주시 중앙로3길 4,33.5158227,126.5252682,126.0,67.0,33.0,0.0,0.0,100.0,0.0,23.0,77.0,2.0,1.0
더꽃돈,식당,한식,흑돼지,3.9,제주특별자치도 제주시 한림읍 한림로 328,33.3928191,126.2400862,140.0,82.0,18.0,100.0,0.0,100.0,0.0,53.0,47.0,4.0,1.0
운산식당,식당,한식,삼겹살,4.5,제주특별자치도 제주시 북성로 28,33.5159338,126.521961,52.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,2.0,0.0
넉둥베기,식당,한식,"한정식, 정통한식",4.5,제주특별자치도 제주시 서문로 9-1,33.5098237,126.512679,61.0,100.0,0.0,0.0,0.0,100.0,0.0,86.0,14.0,4.0,0.0
육고깃집,식당,한식,"고기요리, 삼겹살",4.2,제주특별자치도 제주시 한림읍 한림중앙로 34,33.411663,126.2651787,69.0,50.0,50.0,0.0,0.0,0.0,0.0,80.0,20.0,2.0,1.0
연리지가든,식당,한식,"고기요리, 삼겹살",4.3,제주특별자치도 제주시 한경면 두조로 190-20,33.3444986,126.2027639,18.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,2.0,0.0
상원가든,식당,한식,"갈비, 흑돼지",4.3,제주특별자치도 서귀포시 대정읍 송악관광로 132,33.221748600000005,126.26537409999999,91.0,50.0,50.0,0.0,0.0,100.0,0.0,85.0,15.0,3.0,1.0
TONKATSU 서황,식당,양식,"돈까스, 카츠요리",4.4,제주특별자치도 제주시 애월읍 장소로 205-2,33.4348196,126.38006580000001,162.0,60.0,40.0,0.0,0.0,100.0,0.0,68.0,32.0,3.0,1.0
하찌,식당,일식,"회, 스시",4.5,제주특별자치도 서귀포시 호근남로 180,33.2452489,126.53714040000001,47.0,0.0,0.0,0.0,0.0,0.0,100.0,67.0,33.0,1.0,2.0
표선어촌식당,식당,한식,"돔지리탕, 쥐치",4.3,제주특별자치도 서귀포시 표선면 민속해안로 578-7,33.325243300000004,126.84461850000001,65.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,2.0,0.0
범일분식,식당,한식,순대국밥,4.4,제주특별자치도 서귀포시 남원읍 태위로 658,33.2784057,126.7170064,71.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,17.0,1.0,0.0
비마이게스트,식당,양식,"버거, 샌드위치",4.3,제주특별자치도 제주시 한림읍 한림로 406 1F,33.3979874,126.24561070000001,105.0,100.0,0.0,100.0,0.0,0.0,100.0,88.0,12.0,4.0,1.0
제주약수터,식당,한식,"치킨, 호프",4.5,제주특별자치도 서귀포시 중앙로 35,33.2477094,126.5617231,147.0,83.0,17.0,0.0,0.0,100.0,0.0,75.0,25.0,3.0,1.0
도렐,카페,-,-,4.0,제주특별자치도 서귀포시 성산읍 동류암로 20,33.4500452,126.9184399,116.0,0.0,0.0,0.0,0.0,0.0,100.0,82.0,18.0,1.0,1.0
88돼지,식당,한식,"korean BBQ, 김치찌개, 흑돼지",3.9,제주특별자치도 제주시 제원길 7,33.4892185,126.4896524,102.0,100.0,0.0,0.0,0.0,25.0,75.0,40.0,60.0,2.0,2.0
칠돈가,식당,한식,"흑돼지, 근고기",3.8,제주특별자치도 제주시 남성로 43,33.5041319,126.5128129,315.0,100.0,0.0,100.0,0.0,17.0,83.0,45.0,55.0,3.0,2.0
춘심이네,식당,한식,"한정식, 생선구이, 백반",4.1,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,33.264739299999995,126.37058710000001,405.0,100.0,0.0,0.0,0.0,42.0,58.0,69.0,31.0,3.0,1.0
오는정김밥,식당,한식,"김밥, 깻잎김밥",4.1,제주특별자치도 서귀포시 동문로 58,33.2493082,126.56658459999998,226.0,0.0,100.0,0.0,0.0,0.0,0.0,54.0,46.0,1.0,2.0
일통이반,식당,한식,"보말죽, 소주방",3.8,제주특별자치도 제주시 중앙로2길 19,33.5168537,126.52289569999999,229.0,71.0,29.0,0.0,0.0,75.0,25.0,68.0,32.0,3.0,1.0
마마롱,카페,-,-,4.4,제주특별자치도 제주시 애월읍 평화로 2783,33.4122084,126.39351599999999,89.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0
미남미녀,카페,-,-,4.5,제주특별자치도 서귀포시 색달중앙로55번길 22,33.260187,126.41230630000001,59.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,1.0,0.0
바그다드,식당,양식,"인도음식, 카레",4.4,제주특별자치도 제주시 서광로32길 38,33.497485100000006,126.5296932,81.0,100.0,0.0,0.0,0.0,100.0,0.0,38.0,62.0,3.0,1.0
맛나식당,식당,한식,"고등어, 갈치, 백반, 조림",4.0,제주특별자치도 서귀포시 성산읍 동류암로 41,33.4485794,126.9160712,362.0,33.0,67.0,0.0,0.0,79.0,21.0,48.0,52.0,2.0,2.0
친봉산장,카페,-,-,4.2,제주특별자치도 제주시 구좌읍 중산간동로 2281-3,33.47161989999999,126.7864197,45.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.0,2.0
어우늘,식당,한식,"전복요리, 게장, 전복죽",4.3,제주특별자치도 제주시 연북로 222,33.4810532,126.50498770000002,77.0,86.0,14.0,100.0,0.0,0.0,0.0,73.0,27.0,3.0,1.0
섭지코지로,식당,한식,"딱새우, 해산물",4.3,제주특별자치도 서귀포시 성산읍 섭지코지로 43,33.438515100000004,126.9214068,279.0,29.0,71.0,0.0,0.0,100.0,0.0,82.0,18.0,3.0,1.0
원더먼트제주 (휴업중),카페,-,-,4.2,제주특별자치도 제주시 조천읍 신북로 163,33.538670399999994,126.64584350000001,34.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0
만선식당,식당,일식,"횟집, 고등어",3.9,제주특별자치도 서귀포시 대정읍 하모항구로 44,33.2178539,126.2499284,159.0,50.0,50.0,0.0,0.0,100.0,0.0,85.0,15.0,3.0,1.0
무거버거,식당,양식,"버거, 수제버거, 샌드위치",4.3,제주특별자치도 제주시 조천읍 조함해안로 356,33.544036600000005,126.6537771,-,-,-,-,-,-,-,-,-,-,-
포도호텔레스토랑,식당,한식,"백반, 우동, 새우튀김",4.5,제주특별자치도 서귀포시 안덕면 산록남로 863,33.305353499999995,126.39373459999999,35.0,0.0,100.0,0.0,0.0,0.0,100.0,38.0,62.0,0.0,3.0
제주맥주,식당,한식,"치킨, 호프",4.3,제주특별자치도 제주시 한림읍 금능농공길 62-11,33.3586429,126.24155449999999,1810.0,77.0,23.0,50.0,50.0,45.0,55.0,53.0,47.0,3.0,2.0
뽈살집,식당,한식,"뽈살, 특수부위, 돼지고기",3.9,제주특별자치도 서귀포시 중정로91번길 37,33.2506684,126.5632005,220.0,100.0,0.0,100.0,0.0,88.0,12.0,69.0,31.0,4.0,1.0
우유부단,카페,-,-,3.8,제주특별자치도 제주시 한림읍 금악동길 38,33.347641100000004,126.3282653,388.0,0.0,100.0,0.0,100.0,27.0,73.0,71.0,29.0,1.0,4.0
더스푼,식당,양식,"이탈리아 음식, 파스타",4.4,제주특별자치도 제주시 구남동1길 45,33.4868872,126.53585430000001,1703.0,90.0,10.0,100.0,0.0,81.0,19.0,68.0,32.0,4.0,1.0
맥파이 브루어리,식당,한식,"치킨, 호프, 피자, 피맥",4.3,제주특별자치도 제주시 동회천1길 23,33.5031946,126.61726680000001,334.0,100.0,0.0,0.0,0.0,100.0,0.0,88.0,12.0,4.0,0.0
서양차관,카페,-,-,4.3,제주특별자치도 서귀포시 보목포로 145,33.2420773,126.6160223,99.0,0.0,0.0,0.0,0.0,0.0,100.0,62.0,38.0,1.0,2.0
은희네해장국,식당,한식,"한식, 해장국, 탕, 전골",4.2,제주특별자치도 제주시 고마로13길 8,33.5085228,126.5408037,70.0,100.0,0.0,0.0,0.0,100.0,0.0,60.0,40.0,3.0,0.0
보롬왓 카페,카페,-,-,4.3,제주특별자치도 서귀포시 표선면 번영로 2350-104,33.4136187,126.75277050000001,46.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,1.0,1.0
No Lone Zone,카페,-,-,4.4,제주특별자치도 제주시 도령로 50 이화오피스텔 2F,33.4884031,126.4841476,47.0,0.0,0.0,50.0,50.0,0.0,0.0,33.0,67.0,1.0,1.0
제주돈아,식당,한식,"고기요리, 삼겹살",4.2,제주특별자치도 제주시 애월읍 중엄3길 65,33.4778891,126.3700125,72.0,0.0,100.0,0.0,0.0,67.0,33.0,60.0,40.0,2.0,2.0
시골길,식당,한식,"낙지볶음, 소면, 청국장",4.2,제주특별자치도 제주시 연동13길 9,33.4888428,126.494786,128.0,100.0,0.0,0.0,0.0,89.0,11.0,54.0,46.0,3.0,1.0
알동네집,식당,한식,"흑돼지, 고기요리",4.1,제주특별자치도 제주시 한경면 연명로 545,33.316632899999995,126.2675922,125.0,80.0,20.0,0.0,0.0,100.0,0.0,57.0,43.0,3.0,1.0
톰톰카레,식당,한식,"탕, 카레, 찌개, 전골",4.3,제주특별자치도 제주시 구좌읍 평대2길 39-28,33.5355012,126.8389739,115.0,100.0,0.0,0.0,0.0,0.0,0.0,43.0,57.0,2.0,1.0
경일낙지,식당,한식,"낙지볶음, 순두부, 해산물",4.2,제주특별자치도 제주시 다랑곶길 30,33.4884542,126.481045,57.0,0.0,0.0,0.0,100.0,50.0,50.0,50.0,50.0,1.0,2.0
민경이네어등포해녀촌,식당,한식,"한정식, 백반, 정통한식",4.3,제주특별자치도 제주시 구좌읍 행원로13길 131,33.5530908,126.8158105,104.0,0.0,0.0,0.0,0.0,100.0,0.0,62.0,38.0,2.0,0.0
이에르바,카페,-,-,4.3,제주특별자치도 제주시 조천읍 신촌남1길 33-8,33.5274997,126.61894040000001,65.0,100.0,0.0,0.0,0.0,100.0,0.0,75.0,25.0,3.0,0.0
미도리제주,식당,일식,정통일식,4.4,제주특별자치도 제주시 우령4길 5 1F,33.4883674,126.4304547,63.0,75.0,25.0,67.0,33.0,33.0,67.0,75.0,25.0,3.0,2.0
올래국수,식당,한식,"고기국수, 비빔국수",4.1,제주특별자치도 제주시 귀아랑길 24,33.49150039999999,126.4972966,593.0,84.0,16.0,100.0,0.0,96.0,4.0,58.0,42.0,4.0,1.0
수우동,식당,일식,"돈가스, 우동, 정통일식",4.0,제주특별자치도 제주시 한림읍 협재1길 11,33.3965751,126.24251470000002,550.0,56.0,44.0,100.0,0.0,67.0,33.0,25.0,75.0,3.0,2.0
카페가호,카페,-,-,4.2,제주특별자치도 제주시 애월읍 가문동상2길 35,33.484603,126.39063909999999,90.0,100.0,0.0,0.0,0.0,67.0,33.0,33.0,67.0,2.0,1.0
마라도횟집,식당,한식,"방어, 게장, 고등어",4.2,제주특별자치도 제주시 신광로8길 3,33.4868335,126.4895539,73.0,100.0,0.0,100.0,0.0,100.0,0.0,47.0,53.0,4.0,1.0
고등어쌈밥,식당,한식,"고등어, 매운탕, 백반",4.3,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 122-5,33.4494963,126.920717,-,-,-,-,-,-,-,-,-,-,-
이니스프리제주하우스,카페,-,-,4.2,제주특별자치도 서귀포시 안덕면 신화역사로 23,33.3063942,126.2905203,560.0,100.0,0.0,0.0,0.0,25.0,75.0,50.0,50.0,2.0,2.0
고로케야,식당,일식,"고로케, 치즈고로케",4.4,제주특별자치도 제주시 가령골2길 13-20,33.5045596,126.53928390000002,67.0,83.0,17.0,100.0,0.0,0.0,0.0,57.0,43.0,3.0,1.0
라스 또르따스,식당,양식,"남미음식, 부리토, 타코",4.3,제주특별자치도 제주시 애월읍 애월해안로 274 1F,33.462536300000004,126.3099376,94.0,100.0,0.0,0.0,0.0,0.0,100.0,69.0,31.0,2.0,2.0
만세국수,식당,한식,"국밥, 잔치국수, 고기국수",4.3,제주특별자치도 제주시 오라로 156,33.494257899999994,126.5192756,127.0,0.0,0.0,0.0,0.0,67.0,33.0,56.0,44.0,2.0,1.0
귤하르방,카페,-,-,4.1,제주특별자치도 제주시 동문로 16,33.511745,126.5352249,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,2.0,0.0
새빌카페,카페,-,-,4.2,제주특별자치도 제주시 애월읍 평화로 1529,33.3643469,126.36313340000001,247.0,100.0,0.0,0.0,0.0,0.0,100.0,67.0,33.0,2.0,2.0
마고,카페,-,-,4.3,제주특별자치도 서귀포시 표선면 민속해안로 537 1F,33.3234478,126.84477959999998,54.0,0.0,0.0,0.0,0.0,33.0,67.0,100.0,0.0,2.0,1.0
